//嘉庆家直播专线（更新2025.3.9）

👉嘉庆专用,#genre#
小日子WOWOW ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs12&isp=10&bind=0&uin=159413&playseek=0
J Sports 3,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs21&isp=10&bind=0&uin=159413&playseek=0
BS朝日,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs03&isp=10&bind=0&uin=159413&playseek=0
J Sports 4,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs22&isp=10&bind=0&uin=159413&playseek=0
bs12,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs12
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
BS-TBS,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs04&isp=10&bind=0&uin=159413&playseek=0
动物频道,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
bs03,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs03
Nippon,https://ntv4.mov3.co/hls/ntv.m3u8
bs07,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs07
bs02,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs02
bs01,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs01
Shop Channel,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8
迪士尼,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs24
BRICS台,https://brics.bonus-tv.ru/cdn/brics/chinese/playlist.m3u8
bs05,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs05
bs08,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs08
bs04,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs04
bs11,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs11
bs19,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs19
NTV News24,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
欧洲体育,http://europa-crtvg.flumotion.com/playlist.m3u8
bs20,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs20
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8
KBS韩国,http://180.167.104.105:9901/tsfile/live/1026_1.m3u8
NHK日本,http://180.167.104.105:9901/tsfile/live/1025_1.m3u8
朝鲜新闻,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
韩国国防,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
俄罗斯频,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
小日子ネル2,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs27&isp=10&bind=0&uin=159413&playseek=0
WOWOW シネマ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs07&isp=10&bind=0&uin=159413&playseek=0
BS日テレ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs02&isp=10&bind=0&uin=159413&playseek=0
小日子ーチャンネル3,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs28&isp=10&bind=0&uin=159413&playseek=0
小日子BSフジ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs06&isp=10&bind=0&uin=159413&playseek=0
小日子BSアニマックス,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs15&isp=10&bind=0&uin=159413&playseek=0

TV1,mitv://135.148.104.228:19806/9e0eceaf93854a4eb3d9ae2dcf60141c
TV2,mitv://135.148.104.228:19806/a3f71a80564c4deda0a57a4ba6ed2175
TV3,mitv://135.148.104.228:19806/71eab7f7f53d4d86aad166f9abfb07aa
NTV7,mitv://135.148.104.228:19806/dc5475f589ad4cfd85eff53cabf2f6ff
八度空间,mitv://135.148.104.228:19806/4241359c2efb4ae6a0e3706ef76477a3
TV9,mitv://135.148.104.228:19806/43198b03521c499298a8749199447964
AstroOasisHD,mitv://135.148.104.228:19806/4012d7c552f84a11a89b3b38555ddf01
AstroCitraHD,mitv://135.148.104.228:19806/6229bc11a701453a8abe9d8f03a948f5
Al-Hijrah,mitv://135.148.104.228:19806/49066d0fc6e5413a9083dbb7ec41f50c
SUNTV,mitv://135.148.104.228:19806/8b63b02659e34d1bb1a0b7255ccdc20c
爱奇艺,mitv://135.148.104.228:19806/18ecea276f6b49e2a6ab9f567d1f0511
Astro小太阳,mitv://135.148.104.228:19806/e15474cab1e9478e8804f173e50a3933
AstroAEC(备),mitv://135.148.104.228:19806/ca26402e9130497684ae7111c68a67bb
Astro双星,mitv://135.148.104.228:19806/2ddc37cfa52248f88b678af3bf814f02
天映频道,mitv://135.148.104.228:19806/234e6bd25b9a42f391c7f0ed73a038e2
翡翠台(华丽台),mitv://135.148.104.228:19806/4ca2b62e4dd94ae9b523456d84428b39
AstroAODHD311,mitv://135.148.104.228:19806/190ff522878f454381273fbe2ec6ae6a
中天亚洲台,mitv://135.148.104.228:19806/32caa156f6c34c7f96095f49def81bfe
TVB星河(粤),mitv://135.148.104.228:19806/d3eb302836af436baef656d5c201f1a3
天映经典,mitv://135.148.104.228:19806/0d801de19d074f69acd76de0967585bf
Astro欢喜台,mitv://135.148.104.228:19806/b80367bd1d8f4ed5ac3875d22af40cb5
KBSWorld,mitv://135.148.104.228:19806/5a2d7593eddb4939bd568c30ad7fb8f5
TVS,mitv://135.148.104.228:19806/8a613b76028f4a4f9d86550a81fc0625
tvNMoviesHD,mitv://135.148.104.228:19806/7ad63818eea64677beb87cf16459919f
AstroAwani,mitv://135.148.104.228:19806/5f8c4af20b1a4dcc9f897200cebd2a93
CGTN,mitv://135.148.104.228:19806/fd57714f6d7844fba72dde1fdc11b902
BBCWorldNews,mitv://135.148.104.228:19806/c15f2b05ec7a4dadb3dcec0a2176c2c3
CNBC,mitv://135.148.104.228:19806/b24b9d83ab9d4ddb9cbd80a2b42ca461
BloombergTV,mitv://135.148.104.228:19806/885bb543b9cb4bbeb5bcfe518fb90780
AstroCeria,mitv://135.148.104.228:19806/b3f53402401e49ff886522b1ca81179d
Boomerang,mitv://135.148.104.228:19806/a7d1c6858f5845589fe59fea2e3a61a2
KIX,mitv://135.148.104.228:19806/3f7be3ad31504c9fa358e3fe583fac0a
HITS,mitv://135.148.104.228:19806/a65416c2039f4644aeef10da853fb928
AstroArena,mitv://135.148.104.228:19806/c046c74b43184a9bac5b0e402944aca5
AstroSuperSport,mitv://135.148.104.228:19806/8f8ad3ee6aa54ccbac64314553dfa1fa
AstroSuperSport2,mitv://135.148.104.228:19806/650d4fca00064e791dd4dbcd16fd08c0
AstroSuperSport3,mitv://135.148.104.228:19806/5b9b9986c20244908be60c3f18a3e435
AstroSuperSport4,mitv://135.148.104.228:19806/c7f1be20958243f68c943016c446501e
beINSports3,mitv://135.148.104.228:19806/83bd4463c62048dea6aafba5e1a81b23
WWE,mitv://135.148.104.228:19806/32e0838eeab84b3a96297dcceca27f5a
SkyNews,mitv://135.148.104.228:19806/004e34fc27b949339dc56c7dfc272f76
八度空间(备),mitv://135.148.104.228:19806/8796cd8daa694ec8a4dbe9a03d0e5c30
NatGeoWild,mitv://135.148.104.228:19806/0b98cfecbfe84fbf97566be470554831
tvN,mitv://135.148.104.228:19806/5653c9fb655842ee99b4590ff903efe7
DramaSangat,mitv://135.148.104.228:19806/e4de6d06d88d436ba353c705058a9689
BeritaRTM,mitv://135.148.104.228:19806/8480d3a4e32947dc968d4932d26c921f
France24,mitv://135.148.104.228:19806/72d5e1665d3e4b729ff9dbd4325e8694
SPOTV,mitv://135.148.104.228:19806/60ad67b765414b32882a24ce6c63808a
beINSports,mitv://135.148.104.228:19806/eefa5931a750470d8a3267932e36c644
TVB娱乐新闻台,mitv://135.148.104.228:19806/38b5b6844291493b987f3de5afa2b373
AstroAEC,mitv://135.148.104.228:19806/adac5b0d86a64dd9bbbb9f78bc1bf97a
AwesomeTV,mitv://135.148.104.228:19806/7fb3a33fb0a642f9beeddf5b4985ff10
BOO,mitv://135.148.104.228:19806/d130590131f442788e035a405d9e090f
千禧经典台,mitv://135.148.104.228:19806/8695a8b7d5e24fb5b31d3bf1ea8a264d
ABCAustralia,mitv://135.148.104.228:19806/65159e6a0003ce6d3e47fc21533740b0
EurosportHD,mitv://135.148.104.228:19806/65159769000b9a153e2ca23c14c042d2
AstroSuperSport5,mitv://135.148.104.228:19806/d41f257d25e54a0aa09227bde87eccf5
StarVijay,mitv://135.148.104.228:19806/797e12d3297144e1a393b57846778d54
ZeeTamil,mitv://135.148.104.228:19806/289039bf3e9a41088eb85329d603dc17
TVBS亚洲,mitv://135.148.104.228:19806/52b66c4260b24e4683a9dac1cbba2d4d
HITSMovies,mitv://135.148.104.228:19806/3378871c64764b95b54499b6bc7f618d
beINSports2,mitv://135.148.104.228:19806/0d857c6ac77d4cd58f0153c47a6804d5
GolfChannel,mitv://135.148.104.228:19806/64c9fed20006029d16e0744a41d351cd


天映频道,mitv://135.148.104.228:19806/234e6bd25b9a42f391c7f0ed73a038e2
中天亚洲台,mitv://135.148.104.228:19806/32caa156f6c34c7f96095f49def81bfe
TVB星河(粤),mitv://135.148.104.228:19806/d3eb302836af436baef656d5c201f1a3
天映经典,mitv://135.148.104.228:19806/0d801de19d074f69acd76de0967585bf
KBSWorld,mitv://135.148.104.228:19806/5a2d7593eddb4939bd568c30ad7fb8f5
CGTN,mitv://135.148.104.228:19806/fd57714f6d7844fba72dde1fdc11b902
BBCWorldNews,mitv://135.148.104.228:19806/c15f2b05ec7a4dadb3dcec0a2176c2c3
CNBC,mitv://135.148.104.228:19806/b24b9d83ab9d4ddb9cbd80a2b42ca461
BloombergTV,mitv://135.148.104.228:19806/885bb543b9cb4bbeb5bcfe518fb90780
Boomerang,mitv://135.148.104.228:19806/a7d1c6858f5845589fe59fea2e3a61a2
HITS,mitv://135.148.104.228:19806/a65416c2039f4644aeef10da853fb928
beINSports3,mitv://135.148.104.228:19806/83bd4463c62048dea6aafba5e1a81b23
Mediacorp5,mitv://135.148.104.228:19806/7ecf2b27c2554eef87bb4b3603e82a4f
Mediacorp8,mitv://135.148.104.228:19806/02b0b2bfe7974369b811f418dcd4eddf
Suria,mitv://135.148.104.228:19806/9ea5cf9604c545c88d5a634f5450204b
Vasantham,mitv://135.148.104.228:19806/c59b3a242b644ec2ba2d3398ad14189b
CNA,mitv://135.148.104.228:19806/52b67f21b37b4764a87c33dd46844fdb
MediacorpU,mitv://135.148.104.228:19806/1c7cdb0005764374ab173154f8418848
NatGeoWild,mitv://135.148.104.228:19806/0b98cfecbfe84fbf97566be470554831
Euronews,mitv://135.148.104.228:19806/5b3289dff2154e2c8e166cc3f081f326
FightSports,mitv://135.148.104.228:19806/7375a5f151c047b294a8e8c6ddad178d
GEM,mitv://135.148.104.228:19806/76f6e10887894d07bd5b225cc895e2a5
FoxNews,mitv://135.148.104.228:19806/e9305a82b75c42f5901c0594e063e999
beINSports,mitv://135.148.104.228:19806/eefa5931a750470d8a3267932e36c644
HGTV居家乐活频道,mitv://135.148.104.228:19806/042556ec50df4e5c874fe57b4b407bd3
东森亚洲卫视,mitv://135.148.104.228:19806/8a43d9cb067b47aaa8fd5f550930be0c
Thrill,mitv://135.148.104.228:19806/d3313440f78540f9bae8a628715f9202
TVBS亚洲,mitv://135.148.104.228:19806/52b66c4260b24e4683a9dac1cbba2d4d
NBA,mitv://135.148.104.228:19806/65159b8e000aa81c3e3cd2861b6b31f1
beINSports2,mitv://135.148.104.228:19806/0d857c6ac77d4cd58f0153c47a6804d5


❤️国际新闻,#genre#
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
俄罗斯频,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
韩国国防,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
日语新闻,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
环球频道,http://live.cgtn.com/500/prog_index.m3u8
NHK日本,http://180.167.104.105:9901/tsfile/live/1025_1.m3u8
KBS韩国,http://180.167.104.105:9901/tsfile/live/1026_1.m3u8
CAN亚洲,http://180.167.104.105:9901/tsfile/live/1030_1.m3u8
CNB亚太,http://180.167.104.105:9901/tsfile/live/1031_1.m3u8
CCtv英语,http://180.167.104.105:9901/tsfile/live/1037_1.m3u8
动物频道,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
CNN新闻,https://cnn-cnninternational-1-eu.rakuten.wurl.tv/f93b9a949a4a8651dd5a2f42e3a2b6f9.m3u8
FOX新闻,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
BBC美洲,https://bcovlive-a.akamaihd.net/cde8d9416f6d4f1da0a4e8cfde6e8b2c/us-east-1/6240731308001/playlist.m3u8
CBS新闻,https://www.cbsnews.com/common/video/cbsn-ny-prod.m3u8
CBN新闻,https://bcovlive-a.akamaihd.net/re8d9f611ee4a490a9bb59e52db91414d/us-east-1/734546207001/playlist.m3u8
NHK世界,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
GB新闻,https://live-gbnews.simplestreamcdn.com/live5/gbnews/bitrate1.isml/manifest.m3u8
RT新闻,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
RT纪录,https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8
金砖中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
TalkTV,https://live-talktv-ssai.simplestreamcdn.com/v1/master/82267e84b9e5053b3fd0ade12cb1a146df74169a/talktv-live/index.m3u8
TRT世界,https://tv-trtworld.live.trt.com.tr/master_1080.m3u8
台湾Plus,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
韩国国防TV,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
新加坡亚太台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
StarHD,http://livestar.siliconweb.com/media/star1/star1.m3u8
泰国ASTV,http://news1.live14.com/stream/news1_hi.m3u8
朝鲜KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8


❤️国际频道,#genre#

「中国」CGTN英语,http://live.cgtn.com/1000/prog_index.m3u8
「中国」CGTN法语,https://news.cgtn.com/resource/live/french/cgtn-f.m3u8
「中国」CGTN西语,http://livees.cgtn.com/500e/prog_index.m3u8
「中国」CGTN阿语,https://news.cgtn.com/resource/live/arabic/cgtn-a.m3u8
「中国」CGTN俄语,https://liveru.cgtn.com/500r/prog_index.m3u8
「中国」CGTN纪录,http://news.cgtn.com/resource/live/document/cgtn-doc.m3u8
「中国」CECTV1,http://play.cec-tv.com.cn/channel/cec-tv1.m3u8
「中国」CECTV2,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
「中国」CECTV3,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
「中国」CECTV4,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8

「国际」LOVE NATURE 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
「国际」REDBULL SPORTS,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8
「法国」FASHION,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8

「欧洲」EZYV1,http://vvlive.eztv.vip/huawen1/huawen1.m3u8?auth_key=1661769627-0-0-3a16475ac0fa2a152a25661e8634fe39
「欧洲」EZYV2,http://vvlive.eztv.vip/huawen2/huawen2.m3u8?auth_key=1661418936-0-0-bc9f000c6daa2def0b71d5389778b0d3
「欧洲」EZYV6,http://vvlive.eztv.vip/huawen6/huawen6.m3u8?auth_key=1662611110-0-0-cf20c4fcf669736034b6ceac0d01d403
「欧洲」EZYV6,http://vvlive.eztv.vip/huawen6/huawen6.m3u8?auth_key=1660814676-0-0-4d45d97f017e545dd368719f8dd48ffe 

「日本」NEWS 24H,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
「日本」NKK World,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
「日本」QVC,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
「日本」购物频道,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8#http://stream1.shopch.jp/HLS/out2/prog_index.m3u8
「日本」购物频道,http://stream1.shopch.jp/HLS/out3/prog_index.m3u8#http://stream1.shopch.jp/HLS/out4/prog_index.m3u8

「韩国」EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
「韩国」EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
「韩国」EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8

「韩国」EBS1,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
「韩国」EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8

「韩国」EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
「韩国」EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8

「韩国」EBS+1,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
「韩国」EBS+2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
「韩国」EBSe,http://ebsonairios.ebs.co.kr/plus3tablet500k/tablet500k/plus3tablet500k.index.m3u8

「韩国」BBS,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8

「韩国」KBC ,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
「韩国」NBS ,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
「韩国」TJB ,http://1.245.74.5:1935/live/tv/.m3u8
「韩国」KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist.m3u

「韩国」KBS LiveCam DokDo,http://kbs-dokdo.gscdn.com/dokdo_300/dokdo_300.stream/playlist.m3u8
「韩国」KBS World,https://kbsworld-ott.akamaized.net:443/hls/live/2002341/kbsworld/01.m3u8
「韩国」KBS World,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8
「韩国」KBS World,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/master.m3u8

「韩国」CTS,https://d34t5yjz1ooymj.cloudfront.net/out/v1/875039d5eba0478fa8375a06b3aa5a37/index.m3u8
「韩国」Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
「韩国」Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist.m3u8

「韩国」MTNW,http://moneytoday1.ktcdn.co.kr:1935/mtnlive/720/playlist.m3u8

「韩国」Job plus TV,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
「韩国」NBS,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
「韩国」DUBAI ONE,http://dminnvll.cdn.mangomolo.com/dubaione/smil:dubaione.stream.smil/chunklist.m3u8

「亚洲」CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
「亚洲」CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
「亚洲」环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8

「卡塔尔」半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
「俄罗斯」RT-NEWS,https://rt-rtd.rttv.com/live/rtnews/playlist.m3u8
「俄罗斯」RT-DOC,https://rt-rtd.rttv.com/live/rtdoc/playlist.m3u8
「俄罗斯」BRICS,https://brics.bonus-tv.ru/cdn/brics/chinese/playlist.m3u8
「乌克兰」KPBIM HD,https://cdn.1tvcrimea.ru/1tvcrimea.m3u8
「西班牙」GTP HD,http://europa-crtvg.flumotion.com/playlist.m3u8


❤️儿童频道,#genre#
嘉佳卡通,http://183.66.15.146:60901/tsfile/live/0119_1.m3u8
哈哈炫动,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226213/index.m3u8
南京少兒,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
浙江少兒,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
雲朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
狮子王國,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8
key=0b292c335e5837e947f9409c59228f3e6
卡酷少儿,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221225643/1.m3u8
74F1:0021::0008]:80/PLTV/88888888/224/3221225634/1.m3u8
嘉佳卡通,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221225681/1.m3u8
//上海
深.win/iptv/sztv.php?id=7
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
PLTV/88888888/224/3221226120/10000100000000060000000002358082_0.smil
-4/index.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
河北少儿,http://live6.plus.hebtv.com/sekjx/hd/live.m3u8
杭州少儿,http://hms403nc1880172791.live.aikan.miguvideo.com/wh7f454c46tw2117141557_-1207487654/PLTV/88888888/224/3221229316/index.m3u8
重庆少儿,http://starylw.yagetang.cn:4000/udp/225.0.4.191:7980
辽宁教育青少,http://42.176.185.28:9901/tsfile/live/1008_1.m3u8
郑州妇儿,http://live.zztv.tv/zztv5/playlist.m3u8
黑龙江少儿,http://39.134.65.149/PLTV/88888888/224/3221226002/1.m3u8
内蒙古少儿,http://live11.m2oplus.nmtv.cn/sepd/hd/live.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
河北少儿科教,http://live6.plus.hebtv.com/sekjx/playlist.m3u8
河北少儿科教,http://live6.plus.hebtv.com/sekjx/hd/live.m3u8
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
北京卡酷少儿,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225677/index.m3u8
霸州少儿频道,http://hbbz.chinashadt.com:2036/live/stream:bzse.stream/playlist.m3u8
炫动卡通,http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8
卡酷少儿,http://39.135.138.60:18890/PLTV/88888910/224/3221225677/index.m3u8
/PLTV/88888910/224/3221225665/index.m3u8
狮子王国,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
云朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
蜡笔小新国语1080P,http://zzy789.xyz/bili.php?id=22683218
蜡笔小新七八九季,http://zzy789.xyz/bili.php?id=21570935
猪侠英雄,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0f03b08bc7b042358144617000fd2931/1200.m3u8
大头儿子-01,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/252a7fe7786645b084271751a3f75725/1200.m3u8
大头儿子-02,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8c6227ce3d1d4c9297d5cfd9a08a4fa9/1200.m3u8
大头儿子-03,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1a86eb58a9e04c34a87f8c883932cfa2/1200.m3u8
大头儿子-04,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/46e4d00d85fe4287b54c8015de46e102/1200.m3u8
喜羊羊,http://111.31.3.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_91_1080P_t10/c55_lb_91_1080P_t10.m3u8
奥特曼,http://111.31.3.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c57_lb_210_600_t10/c57_lb_210_600_t10.m3u8
猫和老鼠,http://111.31.3.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8
/c57_lb_213_600_t10.m3u8?key=0f2a06793124310bc21adebc9f02a9735
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
19806/59e213eaf3b4421fa9bfa35706311450



🎵 音樂大全,#genre#
在春天里想你,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-JfV4gUol9ea6QM.mp4
火红的萨日朗,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnaLV4gUop5aBpQY.mp4
